2L,1,137508
2L,137509,275016
2L,275017,412524
2L,412525,550032
2L,550033,687540
2L,687541,825048
2L,825049,962556
2L,962557,1100064
2L,1100065,1237572
2L,1237573,1375080
2L,1375081,1512588
2L,1512589,1650096
2L,1650097,1787604
2L,1787605,1925112
2L,1925113,2062620
2L,2062621,2200128
2L,2200129,2337636
2L,2337637,2475144
2L,2475145,2612652
2L,2612653,2750160
2L,2750161,2887668
2L,2887669,3025176
2L,3025177,3162684
2L,3162685,3300192
2L,3300193,3437700
2L,3437701,3575208
2L,3575209,3712716
2L,3712717,3850224
2L,3850225,3987732
2L,3987733,4125240
2L,4125241,4262748
2L,4262749,4400256
2L,4400257,4537764
2L,4537765,4675272
2L,4675273,4812780
2L,4812781,4950288
2L,4950289,5087796
2L,5087797,5225304
2L,5225305,5362812
2L,5362813,5500320
2L,5500321,5637828
2L,5637829,5775336
2L,5775337,5912844
2L,5912845,6050352
2L,6050353,6187860
2L,6187861,6325368
2L,6325369,6462876
2L,6462877,6600384
2L,6600385,6737892
2L,6737893,6875400
2L,6875401,7012908
2L,7012909,7150416
2L,7150417,7287924
2L,7287925,7425432
2L,7425433,7562940
2L,7562941,7700448
2L,7700449,7837956
2L,7837957,7975464
2L,7975465,8112972
2L,8112973,8250480
2L,8250481,8387988
2L,8387989,8525496
2L,8525497,8663004
2L,8663005,8800512
2L,8800513,8938020
2L,8938021,9075528
2L,9075529,9213036
2L,9213037,9350544
2L,9350545,9488052
2L,9488053,9625560
2L,9625561,9763068
2L,9763069,9900576
2L,9900577,10038084
2L,10038085,10175592
2L,10175593,10313100
2L,10313101,10450608
2L,10450609,10588116
2L,10588117,10725624
2L,10725625,10863132
2L,10863133,11000640
2L,11000641,11138148
2L,11138149,11275656
2L,11275657,11413164
2L,11413165,11550672
2L,11550673,11688180
2L,11688181,11825688
2L,11825689,11963196
2L,11963197,12100704
2L,12100705,12238212
2L,12238213,12375720
2L,12375721,12513228
2L,12513229,12650736
2L,12650737,12788244
2L,12788245,12925752
2L,12925753,13063260
2L,13063261,13200768
2L,13200769,13338276
2L,13338277,13475784
2L,13475785,13613292
2L,13613293,13750800
2L,13750801,13888308
2L,13888309,14025816
2L,14025817,14163324
2L,14163325,14300832
2L,14300833,14438340
2L,14438341,14575848
2L,14575849,14713356
2L,14713357,14850864
2L,14850865,14988372
2L,14988373,15125880
