sampleId,year,yday,exactDate,locality,lat,long,continent,country,city,type,set,nFlies
UA_Ode_14_21,2014,241,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_14_22,2014,283,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_15_11,2015,269,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_15_20,2015,181,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_15_22,2015,239,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_15_66,2015,207,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_16_46,2016,233,TRUE,UA_Ode,46.44,30.77,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Ode_16_47,2016,259,TRUE,UA_Ode,46.44155556,30.77169444,Europe,Ukraine,Odesa,pooled,DrosEU,40
UA_Pir_16_48,2016,247,TRUE,UA_Pir,51.4,30.05416645,Europe,Ukraine,Pripyat,pooled,DrosEU,40
UA_Pyr_14_26,2014,232,TRUE,UA_Pyr,50.25375,32.51880556,Europe,Ukraine,Pyriatyn,pooled,DrosEU,40
UA_Pyr_15_21,2015,238,TRUE,UA_Pyr,50.25375,32.51880556,Europe,Ukraine,Pyriatyn,pooled,DrosEU,40
UA_Pyr_16_49,2016,236,TRUE,UA_Pyr,50.53752,32.51880556,Europe,Ukraine,Pyriatyn,pooled,DrosEU,40
UA_Uma_14_50,2014,274,TRUE,UA_Uma,48.75327778,30.20580556,Europe,Ukraine,Uman,pooled,DrosEU,40
UA_Uma_15_9,2015,269,TRUE,UA_Uma,48.75327778,30.20580556,Europe,Ukraine,Uman',pooled,DrosEU,40
UA_Uma_16_50,2016,261,TRUE,UA_Uma,48.75,30.2,Europe,Ukraine,Uman,pooled,DrosEU,40
UA_Uma_16_51,2016,255,TRUE,UA_Uma,48.76,30.17,Europe,Ukraine,Uman K,pooled,DrosEU,40
UA_Var_14_25,2014,230,TRUE,UA_Var,50.48469444,32.71425,Europe,Ukraine,Varva,pooled,DrosEU,40
UA_Var_15_18,2015,237,TRUE,UA_Var,50.48469444,32.71425,Europe,Ukraine,Varva,pooled,DrosEU,40
UA_Var_16_60,2016,239,TRUE,UA_Var,50.48469444,32.71425,Europe,Ukraine,Varva,pooled,DrosEU,40
UA_Yal_14_16,2014,171,TRUE,UA_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,pooled,DrosEU,40
UA_Yal_14_18,2014,239,TRUE,UA_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,pooled,DrosEU,40
UA_Yal_15_23,2015,175,TRUE,UA_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,pooled,DrosEU,40
UA_Yal_15_63,2015,236,TRUE,UA_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,pooled,DrosEU,40
UA_Yal_16_61,2016,233,TRUE,UA_Yal,44.5015,34.1661,Europe,Ukraine,Yalta,pooled,DrosEU,40
UA_od_13_fall,2013,288,FALSE,UA_od,46.49,30.71,Europe,Ukraine,Odessa,pooled,DrosRTEC,61
UA_od_13_spring,2013,135,FALSE,UA_od,46.49,30.71,Europe,Ukraine,Odessa,pooled,DrosRTEC,37
UK,2012,15,FALSE,UK,-1.28,29.69,Africa,Uganda,Kisoro,haploid_embryo,dgn,5
UK_Dai_15_52,2015,231,TRUE,UK_Dai,56.344534,-2.952766,Europe,United Kingdom,Dairsie. Fife,pooled,DrosEU,40
UK_Dai_16_23,2016,219,TRUE,UK_Dai,56.3447,-2.9525,Europe,United Kingdom,Dairsie. Fife,pooled,DrosEU,40
UK_Lut_14_13,2014,293,TRUE,UK_Lut,52.433592,-1.102667,Europe,United Kingdom,Lutterworth,pooled,DrosEU,40
UK_Mar_14_12,2014,293,TRUE,UK_Mar,52.475769,-0.921517,Europe,United Kingdom,Market Harborough,pooled,DrosEU,40
UK_Mar_15_42,2015,188,TRUE,UK_Mar,52.4608,-0.959,Europe,United Kingdom,Market Harborough,pooled,DrosEU,40
UK_Mar_16_53,2016,297,TRUE,UK_Mar,52.46,-0.959,Europe,United Kingdom,Market Harborough,pooled,DrosEU,40
UK_She_14_09,2014,237,TRUE,UK_She,53.39052,-1.520599,Europe,United Kingdom,Sheffield,pooled,DrosEU,40
UK_She_15_17,2015,277,TRUE,UK_She,53.391,-1.521,Europe,United Kingdom,Sheffield,pooled,DrosEU,40
UK_Sou_14_10,2014,195,TRUE,UK_Sou,55.972871,-3.351475,Europe,United Kingdom,South Queensferry,pooled,DrosEU,40
VA_ch_12_fall,2012,310,TRUE,VA_ch,38,-78.47,North_America,USA,Charlottesville,pooled,DrosRTEC,50
VA_ch_12_spring,2012,200,TRUE,VA_ch,38,-78.47,North_America,USA,Charlottesville,pooled,DrosRTEC,95
VA_ch_14_fall,2014,287,TRUE,VA_ch,38,-78.47,North_America,USA,Charlotttesville,pooled,DrosRTEC,76
VA_ch_14_spring,2014,176,TRUE,VA_ch,38,-78.47,North_America,USA,Charlotttesville,pooled,DrosRTEC,104
VA_ch_15_fall,2015,292,TRUE,VA_ch,38,-78.47,North_America,USA,Charlotttesville,pooled,DrosRTEC,89
VA_ch_15_spring,2015,182,TRUE,VA_ch,38,-78.47,North_America,USA,Charlotttesville,pooled,DrosRTEC,65
W,1998,166,FALSE,W,38.53,-121.97,North_America,United States,Winters CA,inbred_line,dgn,35
WA_se_14_spring,2014,196,FALSE,WA_se,47.23713,-122.39627,North_America,USA,Tacoma,pooled,DrosRTEC,70
WI_cp_12_fall,2012,255,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,164
WI_cp_12_frost,2012,294,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,100
WI_cp_12_spring,2012,162,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,83
WI_cp_13_fall,2013,265,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,61
WI_cp_13_spring,2013,183,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,130
WI_cp_14_fall,2014,261,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,61
WI_cp_14_spring,2014,176,TRUE,WI_cp,43.11,-89.65,North_America,USA,Cross Plains,pooled,DrosRTEC,130
ZI,2010,196,FALSE,ZI,-16.54,28.72,Africa,Zambia,Siavonga,haploid_embryo,dgn,196
ZW,2001,196,FALSE,ZW,-17.94,25.83,Africa,Zimbabwe,Victoria Falls,inbred_line,dgn,9
ES_Tom_4_Oct_2017,2017,277,TRUE,ES_Tom,39.1567614,-3.0497293,Europe,Spain,Tomelloso,pooled,DrosEU_3,40
ES_Cor_28_Jul_2017,2017,209,TRUE,ES_Cor,37.6617732605881,-2.79623534604702,Europe,Spain,Cortes de Baza,pooled,DrosEU_3,40
ES_Gim_24_Jul_2017,2017,205,TRUE,ES_Gim,41.65,0.38,Europe,Spain,Gimenells,pooled,DrosEU_3,40
ES_Ben_5_Oct_2017,2017,278,TRUE,ES_Ben,37.363279,-3.168799,Europe,Spain,Benalua,pooled,DrosEU_3,40
ES_Gim_14_Oct_2017,2017,287,TRUE,ES_Gim,41.656416,0.388472,Europe,Spain,Gimenells,pooled,DrosEU_3,40
ES_Gim_26_Oct_2018,2018,299,TRUE,ES_Gim,41.65,0.38,Europe,Spain,Gimenells,pooled,DrosEU_3,40
ES_Gim_25_Aug_2018,2018,237,TRUE,ES_Gim,41.656416,0.388472,Europe,Spain,Gimenells,pooled,DrosEU_3,40
ES_Vil_7_Oct_2018,2018,280,TRUE,ES_Vil,39.87,-3.32,Europe,Spain,Villatobas,pooled,DrosEU_3,40
ES_Ose_20_Sept_2018,2018,263,TRUE,ES_Ose,41.53,-5.68,Europe,Spain,Osera de Ebro,pooled,DrosEU_3,40
ES_Yep_6_Nov_2018,2018,310,TRUE,ES_Yep,40.06,-3.53,Europe,Spain,Yepes,pooled,DrosEU_3,32
ES_Pin_10_Oct_2018,2018,283,TRUE,ES_Pin,41.485,0.522,Europe,Spain,Pina de Ebro,pooled,DrosEU_3,18
ES_Tom_3_Oct_2018,2018,276,TRUE,ES_Tom,39.17,-2.97,Europe,Spain,Tomelloso,pooled,DrosEU_3,40
ES_Gim_25_Aug_2019,2019,237,TRUE,ES_Gim,41.656416,0.388472,Europe,Spain,Gimenells,pooled,DrosEU_3,40
ES_Man_10_Aug_2020,2020,223,TRUE,ES_Man,38.9707208053836,-3.4072120460269,Europe,Spain,Manzanares,pooled,DrosEU_3,30
ES_Gim_26_OCt_2020,2020,300,FALSE,ES_Gim,41.656416,0.388472,Europe,Spain,Gimenells,pooled,DrosEU_3,27
ES_Tom_30_Sep_2020,2020,274,FALSE,ES_Tom,39.1567614,-3.0497293,Europe,Spain,Tomelloso,pooled,DrosEU_3,40
ES_Tom_7_Oct_2021,2021,280,TRUE,ES_Tom,39.1689,2.9849,Europe,Spain,Tomelloso,pooled,DrosEU_3,32
ES_Gim_31_Aug_2021,2021,243,TRUE,ES_Gim,41.651944,0.388889,Europe,Spain,Gimenells,pooled,DrosEU_3,23
TR_Yes_7_Jun_2017,2017,158,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_30_Jun_2017,2017,181,TRUE,TR_Yes,40.231445,32.260329,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_29_Jul_2017,2017,210,TRUE,TR_Yes,40.231446,32.26033,Europe,Turkey,Yesiloz,pooled,DrosEU_3,37
TR_Yes_30_Aug_2017,2017,242,TRUE,TR_Yes,40.231447,32.260331,Europe,Turkey,Yesiloz,pooled,DrosEU_3,30
TR_Yes_26_Sep_2017,2017,269,TRUE,TR_Yes,40.231448,32.260332,Europe,Turkey,Yesiloz,pooled,DrosEU_3,30
TR_Yes_13_Oct_2017,2017,286,TRUE,TR_Yes,40.231449,32.260333,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_19_May_2018,2018,139,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_25_Jun_2018,2018,176,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_28_Jul_2018,2018,209,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_27_Aug_2018,2018,239,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_27_Sep_2018,2018,270,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_12_Oct_2018,2018,285,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_26_Jun_2019,2019,177,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_26_Jul_2019,2019,207,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_14_Aug_2019,2019,226,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_17_Sep_2019,2019,260,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,30
TR_Yes_10_Oct_2019,2019,283,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_21_May_2020,2020,142,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_26_Jun_2020,2020,178,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_13_Jul_2020,2020,195,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_18_Aug_2020,2020,231,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_16_Sep_2020,2020,260,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_14_Oct_2020,2020,288,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_19_May_2021,2021,139,TRUE,TR_Yes,40.231444,32.260328,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_25_Jun_2021,2021,176,TRUE,TR_Yes,40.231445,32.260329,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_27_Jul_2021,2021,208,TRUE,TR_Yes,40.231446,32.26033,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_19_Aug_2021,2021,231,TRUE,TR_Yes,40.231447,32.260331,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_20_Sep_2021,2021,263,TRUE,TR_Yes,40.231448,32.260332,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
TR_Yes_16_Oct_2021,2021,289,TRUE,TR_Yes,40.231449,32.260333,Europe,Turkey,Yesiloz,pooled,DrosEU_3,40
DE_Wue_18_Oct_2021,2021,291,TRUE,DE_Wue,49.780082,9.974293,Europe,Germany,Wuerzburg,pooled,DrosEU_3,40
DE_Wue_30_Jul_2021,2021,211,FALSE,DE_Wue,49.778659,9.975929,Europe,Germany,Wuerzburg,pooled,DrosEU_3,40
GB_Mut_5_Aug_2021,2021,217,TRUE,GB_Mut,56.3204,3.781,Europe,UK,Muthill,pooled,DrosEU_3,40
GB_Sus_1_Sep_2021,2021,244,TRUE,GB_Sus,51.099767,0.164407,Europe,UK,Sussex,pooled,DrosEU_3,40
GB_Edi_29_Aug_2021,2021,241,TRUE,GB_Edi,55.9323,3.1951,Europe,UK,Edinburgh,pooled,DrosEU_3,40
GB_Edi_4_Oct_2021,2021,277,TRUE,GB_Edi,55.9324,3.1952,Europe,UK,Edinburgh,pooled,DrosEU_3,40
FR_Civ_15_Jun_2019,2019,166,TRUE,FR_Civ,45.921,4.882,Europe,France,Civrieux,pooled,DrosEU_3,40
FR_Civ_16_Jun_2018,2018,167,TRUE,FR_Civ,45,4,Europe,France,Civrieux,pooled,DrosEU_3,40
FR_Civ_15_Sep_2018,2018,258,TRUE,FR_Civ,45,4,Europe,France,Civrieux,pooled,DrosEU_3,40
FR_Ver_21_Sep_2017,2017,264,TRUE,FR_Ver,45.9,4.91,Europe,France,Verot,pooled,DrosEU_3,40
RS_Zaj_13_Sept_2020,2020,257,TRUE,RS_Zaj,44.4455,19.2512,Europe,Serbia,Zajača,pooled,DrosEU_3,40
RS_Sla_6_Jun_2021,2021,157,FALSE,RS_Sla,44.104161,19.981698,Europe,Serbia,Slankamen,pooled,DrosEU_3,40
RS_Sla_14_Sep_2021,2021,257,TRUE,RS_Sla,44.15,20.18,Europe,Serbia,Slankamen,pooled,DrosEU_3,38
RS_Sta_2_Jul_2020,2020,184,TRUE,RS_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,pooled,DrosEU_3,40
RS_Sta_22_Jun_2021,2021,173,TRUE,RS_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,pooled,DrosEU_3,40
RS_Sta_14_Sep_2020,2020,258,TRUE,RS_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,pooled,DrosEU_3,40
GB_Sus_9_Jul_2021,2021,190,TRUE,GB_Sus,51.099768,0.164408,Europe,UK,Sussex,pooled,DrosEU_3,36
PT_Rec_18_Oct_2018,2018,291,TRUE,PT_Rec,41.15,8.41,Europe,Portugal,Recarei,pooled,DrosEU_3,40
MA_Nad_21_Jul_2016,2016,203,TRUE,MA_Nad,35.032167,2.394361,Africa,Morocco,Nador province,pooled,DrosEU_3,23
MA_Nad_04_Oct_2016,2016,278,TRUE,MA_Nad,35.032167,2.394361,Africa,Morocco,Nador province,pooled,DrosEU_3,25
RS_Sla_28_Jun_2017,2017,179,TRUE,RS_Sla,45.13,20.25,Europe,Serbia,Slankamen,pooled,DrosEU_3,40
RS_Sla_28_Sep_2017,2017,271,TRUE,RS_Sla,45.13,20.25,Europe,Serbia,Slankamen,pooled,DrosEU_3,40
ME_Kam_20_Sep_2017,2017,263,TRUE,ME_Kam,42.282,18.322,Europe,Montenegro,Kameno,pooled,DrosEU_3,40
RU_Val_25_Aug_2017,2017,237,FALSE,RU_Val,58.02444,33.235277,Europe,Russia,Valday,pooled,DrosEU_3,40
RU_Val_1_Oct_2017,2017,274,TRUE,RU_Val,58.02444,33.235277,Europe,Russia,Valday,pooled,DrosEU_3,40
RU_Ale_15_Aug_2017,2017,227,FALSE,RU_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,pooled,DrosEU_3,40
MA_Ber_10_Jul_2017,2017,191,TRUE,MA_Ber,34.9562894400356,-2.26568341255188,Africa,Morocco,Berkane,pooled,DrosEU_3,17
MA_Ber_15_Sep_2017,2017,258,TRUE,MA_Ber,34.9562894400356,-2.26568341255188,Africa,Morocco,Berkane,pooled,DrosEU_3,22
GB_Mar_10_Oct_2017,2017,283,TRUE,GB_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,pooled,DrosEU_3,34
GB_Mar_10_Oct_2017,2017,283,TRUE,GB_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,pooled,DrosEU_3,34
FR_Vil_24_Aug_2017,2017,236,TRUE,FR_Vil,48.75,2.158,Europe,France,Viltain,pooled,DrosEU_3,40
FR_Vil_17_Oct_2017,2017,290,TRUE,FR_Vil,48.75,2.158,Europe,France,Viltain,pooled,DrosEU_3,40
FR_Sai_22_Jul_2017,2017,203,FALSE,FR_Sai,48.13,-1.58,Europe,France,Saint Sulpice la Foret,pooled,DrosEU_3,40
FR_Sai_16_Sep_2017,2017,259,FALSE,FR_Sai,48.13,-1.58,Europe,France,Saint Sulpice la Foret,pooled,DrosEU_3,40
NL_Gro_10_Oct_2017,2017,283,FALSE,NL_Gro,53.1512,6.3034,Europe,Netherlands,Groningen,pooled,DrosEU_3,40
GB_Mar_10_10_2017,2017,283,TRUE,GB_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,pooled,DrosEU_3,40
GR_Ira_6_Nov_2017,2017,310,TRUE,GR_Ira,35.223236,25.108428,Europe,Greece,Irakilo,pooled,DrosEU_3,40
GR_Ira_11_Nov_2017,2017,315,TRUE,GR_Ira,35.223236,25.108428,Europe,Greece,Irakilo,pooled,DrosEU_3,40
AU_ta_4_Dec_2017,2017,338,TRUE,AU_ta,-36.835805,145.095787,Oceania,Australia,Tahbilk,pooled,DrosEU_3,40
FI_Aka_20_Jul_2017,2017,201,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,38
FI_Aka_24_Sep_2017,2017,267,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
UA_Vys_19_Oct_2017,2017,292,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Uma_7_Oct_2017,2017,280,TRUE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
UA_Uma_16_Sep_2017,2017,259,TRUE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
UA_Vys_26_Sep_2017,2017,269,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Ode_23_Sep_2017,2017,266,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Pyr_22_Aug_2017,2017,234,TRUE,UA_Pyr,50.3265,32.493228,Europe,Ukraine,Pyriatyn,pooled,DrosEU_3,40
UA_Pyr_3_Sep_2017,2017,246,FALSE,UA_Pyr,50.3265,32.493228,Europe,Ukraine,Pyriatyn,pooled,DrosEU_3,32
UA_Vys_11_Aug_2017,2017,223,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Vys_3_Sep_2017,2017,246,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
PL_Brz_20_Aug_2017,2017,232,TRUE,PL_Brz,54.2735,19.620167,Europe,Poland,Brzezina,pooled,DrosEU_3,40
UA_Ode_12_Aug_2017,2017,224,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,23
UA_Var_3_Sep_2018,2018,246,TRUE,UA_Var,50.48469444,32.71425,Europe,Ukraine,Varva,pooled,DrosEU_3,40
DE_Mun_20_Jun_2017,2017,171,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_3_Sep_2017,2017,246,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Bro_27_Jun _2017,2017,178,TRUE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
CH_Vul_18_Sep_2018,2018,261,TRUE,CH_Vul,46.93947,7.05332,Europe,Switzerland,Vully,pooled,DrosEU_3,40
UA_Ode_15_Aug_2018,2018,227,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Ode_15_Sep_2018,2018,258,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Ode_30_Jun_2018,2018,181,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Vys_29_Aug_2018,2018,241,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Vys_25_Jul_2018,2018,206,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Vys_27_Sep_2018,2018,270,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Uma_22_Sep_2018,2018,265,FALSE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
UA_Kha_24_Sept_2018,2018,267,TRUE,UA_Kha,49.990083,36.230678,Europe,Ukraine,Kharkiv,pooled,DrosEU_3,40
HU_Pil_30_Oct_2018,2018,303,TRUE,HU_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,pooled,DrosEU_3,40
HU_Pil_4_Jul_2018,2018,185,TRUE,HU_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,pooled,DrosEU_3,40
RU_Val_28_Aug_2018,2018,240,FALSE,RU_Val,58.02444,33.235277,Europe,Russia,Valday,pooled,DrosEU_3,40
RU_Ale_12_Oct_2018,2018,285,FALSE,RU_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,pooled,DrosEU_3,40
RU_Ale_8_Sep_2018,2018,251,FALSE,RU_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,pooled,DrosEU_3,40
DE_Mun_25_Jun_2018,2018,176,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_9_Sep_2018,2018,252,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
GR_Cre_11_Oct_2018,2018,284,TRUE,GR_Cre,35.223236,25.108428,Europe,Greece,Crete,pooled,DrosEU_3,40
MA_Ber_16_Jul_2018,2018,197,TRUE,MA_Ber,35.0299090769197,-2.4021291626587,Africa,Morocco,Berkane region,pooled,DrosEU_3,18
DE_Bro_26_Jun _2018,2018,177,TRUE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
FR_Sai_15_Sep_2018,2018,258,FALSE,FR_Sai,48.13,1.34,Europe,France,Saint sulpice la forêt (35250) France,pooled,DrosEU_3,30
FI_Aka_17_Jul_2018,2018,198,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Aka_20_Sep_2018,2018,263,TRUE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
DK_Kar_1_Jul_2018,2018,182,FALSE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,39
DK_Kar_5_Oct_2018,2018,278,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
CH_Vul_17_Jul_2019,2019,198,TRUE,CH_Vul,46.93947,7.05332,Europe,Switzerland,Vully,pooled,DrosEU_3,40
CH_Vul_24_Sep_2019,2019,267,TRUE,CH_Vul,46.93947,7.05332,Europe,Switzerland,Vully,pooled,DrosEU_3,40
UA_Ode_15_Jun_2019,2019,166,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
PL_Lub_10_Sep_2019,2019,253,TRUE,PL_Lub,51.2315,22.524833,Europe,Poland,Lublin,pooled,DrosEU_3,40
UA_Uma_20_Oct_2019,2019,293,TRUE,UA_Uma,48.769055,30.173227,Europe,Ukraine,Uman (K),pooled,DrosEU_3,40
UA_Lut_28_Aug_2019,2019,240,TRUE,UA_Lut,50.747778,25.324444,Europe,Ukraine,Lutsk,pooled,DrosEU_3,40
UA_Zap_17_June_2019,2019,168,TRUE,UA_Zap,47.803529,35.202091,Europe,Ukraine,Zaporizhzhia,pooled,DrosEU_3,36
UA_Uma_14_Oct_2019,2019,287,TRUE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
HU_Pil_21_Oct_2019,2019,294,TRUE,HU_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,pooled,DrosEU_3,40
DK_Kar_1_Oct_2019,2019,274,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
DK_Kar_9_Jul_2019,2019,190,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
GB_Ken_16_Sept_2019,2019,259,TRUE,GB_Ken,51.351161,0.184561,Europe,UK,Kent,pooled,DrosEU_3,40
MA_Ber_11_Sep_2019,2019,254,TRUE,MA_Ber,35.0299090769197,-2.4021291626587,Africa,Morocco,Berkane region,pooled,DrosEU_3,33
DE_Wal_2_Oct_2019,2019,275,TRUE,DE_Wal,47.622135,8.217058,Europe,Germany,Waldshut,pooled,DrosEU_3,40
DE_Bro_3_Jul_2019,2019,184,TRUE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,39
GB_Dai_26_Jul_2019,2019,207,TRUE,GB_Dai,56.34716,-2.95054,Europe,UK,Dairsie,pooled,DrosEU_3,40
FI_Aka_25_Aug_2019,2019,237,TRUE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Aka_18_Jul_2019,2019,199,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Jyv_19_Sep_2019,2019,262,TRUE,FI_Jyv,62,25,Europe,Finland,Jyvaskyla,pooled,DrosEU_3,20
