sampleId,year,yday,exactDate,locality,lat,long,continent,country,city,type,set,nFlies
GR_Cre_15_Oct_2019,2019,288,FALSE,GR_Cre,35.3065438893384,25.0800775364041,Europe,Greece,Crete/Iraklio,pooled,DrosEU_3,30
UA_Cho_6_Sep_2019,2019,249,TRUE,UA_Cho,51.375003,30.139258,Europe,Ukraine,Chornobyl NPP,pooled,DrosEU_3,35
UA_Ode_6_Sep_2019,2019,249,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,35
UA_Var_14_Sep_2019,2019,257,TRUE,UA_Var,50.492583,32.714147,Europe,Ukraine,Varva,pooled,DrosEU_3,38
UA_Vys_12_Aug_2019,2019,224,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Vys_2_Sept_2019,2019,245,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Kop_6_Sep_2019,2019,249,TRUE,UA_Kop,51.351861,30.126111,Europe,Ukraine,Kopachi,pooled,DrosEU_3,38
UA_Pyr_25_Aug_2019,2019,237,TRUE,UA_Pyr,50.3265,32.493228,Europe,Ukraine,Pyriatyn,pooled,DrosEU_3,40
UA_Pyr_6_Sep_2019,2019,249,TRUE,UA_Pyr,50.3265,32.493228,Europe,Ukraine,Pyriatyn,pooled,DrosEU_3,38
UA_Uma_13_Aug_2019,2019,225,TRUE,UA_Uma,48.769055,30.173227,Europe,Ukraine,Uman (K),pooled,DrosEU_3,36
RS_Sla_14_Jun_2019,2019,165,TRUE,RS_Sla,45.09,20.18,Europe,Serbia,Slankamen,pooled,DrosEU_3,39
ME_Her_19_Sep_2019,2019,262,TRUE,ME_Her,42.279,18.334,Europe,Montenegro,Herceg Novi (Podi),pooled,DrosEU_3,40
RS_Sta_21_Jul_2019,2019,202,TRUE,RS_Sta,44.9863,20.1664,Europe,Serbia,Stara Pazova,pooled,DrosEU_3,40
RS_Sta_19_Sep_2019,2019,262,TRUE,RS_Sta,44.59,20.9,Europe,Serbia,Stara Pazova,pooled,DrosEU_3,40
DK_Kar_8_Aug_2017,2017,220,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
DK_Kar_6_Nov_2017,2017,310,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
GR_Her_13_July_2020,2020,195,TRUE,GR_Her,35.32188344,25.11104465,Europe,Greece,Heraklion,pooled,DrosEU_3,20
UA_Vys_15_Oct_2020,2020,289,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,30
UA_Var_11_Oct_2020,2020,285,TRUE,UA_Var,50.492583,32.714147,Europe,Ukraine,Varva,pooled,DrosEU_3,40
UA_Ode_31_Oct_2020,2020,305,FALSE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
GB_Dru_7_Sep_2020,2020,251,TRUE,GB_Dru,56.32034,-3.78092,Europe,UK,Drumness,pooled,DrosEU_3,40
GB_Dai_NA_NA_2020,2020,NA,FALSE,GB_Dai,56.34716,-2.95054,Europe,UK,Dairsie,pooled,DrosEU_3,40
DE_Wal_2_Oct_2020,2020,276,TRUE,DE_Wal,47.622135,8.217058,Europe,Germany,Waldshut,pooled,DrosEU_3,20
FR_Sai_12_Nov_2020,2020,317,TRUE,FR_Sai,43.709061,3.848005,Europe,France,Saint-Clément-de-Rivière,pooled,DrosEU_3,40
CH_Vul_29_Jul_2020,2020,211,TRUE,CH_Vul,46.93947,7.05332,Europe,Switzerland,Vully,pooled,DrosEU_3,40
CH_Vul_15_Sep_2020,2020,259,TRUE,CH_Vul,46.93947,7.05332,Europe,Switzerland,Vully,pooled,DrosEU_3,40
DE_Wue_18_Jul_2020,2020,200,FALSE,DE_Wue,49.780082,9.974293,Europe,Germany,Wuerzburg,pooled,DrosEU_3,40
DE_Wue_23_Sep_2020,2020,267,TRUE,DE_Wue,49.778659,9.975929,Europe,Germany,Wuerzburg,pooled,DrosEU_3,40
FI_Aka_1_Jul_2020,2020,183,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Aka_27_Sep_2020,2020,271,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Aka_4_Oct_2020,2020,278,FALSE,FI_Aka,61.1,23.5,Europe,Finland,Akaa,pooled,DrosEU_3,26
UA_Ode_28_Aug_2020,2020,241,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Vys_18_Aug_2020,2020,231,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Lut_13_Aug_2020,2020,226,TRUE,UA_Lut,50.747778,25.324444,Europe,Ukraine,Lutsk,pooled,DrosEU_3,40
UA_Uma_19_Aug_2020,2020,232,TRUE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
UA_Vys_21_Sep_2020,2020,265,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Uma_27_Sep_2020,2020,271,TRUE,UA_Uma,48.76224,30.244566,Europe,Ukraine,Uman,pooled,DrosEU_3,40
UA_Ode_28_Sep_2020,2020,272,TRUE,UA_Ode,46.441227,30.771592,Europe,Ukraine,Odesa,pooled,DrosEU_3,40
UA_Ode_26_Sep_2020,2020,270,TRUE,UA_Ode,46.391972,30.68125,Europe,Ukraine,Odesa (school),pooled,DrosEU_3,40
UA_Kyi_29_Sep_2020,2020,273,TRUE,UA_Kyi,50.37875,30.475091,Europe,Ukraine,Kyiv (school),pooled,DrosEU_3,40
NL_Gro_1_Aug_2020,2020,214,TRUE,NL_Gro,53.15917,6.30667,Europe,Netherlands,Groningen,pooled,DrosEU_3,30
NL_Gro_15_Oct_2020,2020,289,TRUE,NL_Gro,53.15917,6.30667,Europe,Netherlands,Groningen,pooled,DrosEU_3,27
DK_Kar_31_Jul_2020,2020,213,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,35
DK_Kar_31_Oct_2020,2020,305,TRUE,DK_Kar,55.945128,10.212586,Europe,Denmark,Karensminde Orchard,pooled,DrosEU_3,40
HU_Pil_17_Aug_2020,2020,230,FALSE,HU_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,pooled,DrosEU_3,40
DE_Bro_16_Jul_2020,2020,198,TRUE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
DE_Bro_24_Oct_2020,2020,298,TRUE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
DE_Bro_22_Jul_2021,2021,203,FALSE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
DE_Bro_20_Oct_2021,2021,293,FALSE,DE_Bro,48.217898,7.819194,Europe,Germany,Broggingen,pooled,DrosEU_3,40
DE_Wal_NA_NA_2021,2021,NA,FALSE,DE_Wal,47.622135,8.217058,Europe,Germany,Waldshut,pooled,DrosEU_3,NA
UA_Var_26_Sep_2021,2021,269,TRUE,UA_Var,50.492583,32.714147,Europe,Ukraine,Varva,pooled,DrosEU_3,40
UA_Uma_19_Sep_2021,2021,262,FALSE,UA_Uma,48.769055,30.173227,Europe,Ukraine,Uman (K),pooled,DrosEU_3,40
DE_Mun_22_Jun_2019,2019,173,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_25_Jun_2020,2020,177,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_25_Jun_2021,2021,176,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_2_Sep_2019,2019,245,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_5_Sep_2020,2020,249,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
DE_Mun_4_Sep_2021,2021,247,TRUE,DE_Mun,48.18,11.61,Europe,Germany,Munich,pooled,DrosEU_3,40
NL_Gro_9_Oct_2019,2019,282,TRUE,NL_Gro,53.1512,6.3034,Europe,Netherlands,Groningen,pooled,DrosEU_3,30
UA_Kha_18_Aug_2021,2021,230,TRUE,UA_Kha,49.990083,36.230678,Europe,Ukraine,Kharkiv,pooled,DrosEU_3,40
UA_Mar_23_Aug_2021,2021,235,TRUE,UA_Mar,47.10500532,37.66617511,Europe,Ukraine,Mariupol-2,pooled,DrosEU_3,40
UA_Mar_23_Aug_2021,2021,235,TRUE,UA_Mar,47.124453,37.690053,Europe,Ukraine,Mariupol-1,pooled,DrosEU_3,40
UA_Kho_9_Aug_2021,2021,221,TRUE,UA_Kho,50.58886,30.57138,Europe,Ukraine,Khotianivka,pooled,DrosEU_3,40
UA_Hle_29_Aug_2021,2021,241,TRUE,UA_Hle,50.284972,30.331972,Europe,Ukraine,Hlevakha,pooled,DrosEU_3,40
UA_Dmy_17_Jul_2021,2021,198,TRUE,UA_Dmy,48.788833,30.279833,Europe,Ukraine,Dmytrushky,pooled,DrosEU_3,40
UA_Vys_2_Aug_2021,2021,214,FALSE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Vys_19_Sep_2021,2021,262,TRUE,UA_Vys,50.383359,30.367921,Europe,Ukraine,Vyshneve,pooled,DrosEU_3,40
UA_Ryb_22_Jul_2021,2021,203,TRUE,UA_Ryb,46.616779,31.355456,Europe,Ukraine,Rybakivka,pooled,DrosEU_3,40
UA_Pyr_28_Jul_2021,2021,209,FALSE,UA_Pyr,50.3265,32.493228,Europe,Ukraine,Pyriatyn,pooled,DrosEU_3,40
FR_Sai_10_Jun_2021,2021,161,TRUE,FR_Sai,43.709061,3.848005,Europe,France,Saint-Clément-de-Rivière,pooled,DrosEU_3,40
UA_Roz_12_Aug_2021,2021,224,TRUE,UA_Roz,48.690794,37.005189,Europe,Ukraine,Rozdollia,pooled,DrosEU_3,40
UA_Ode_11_Nov_2021,2021,315,TRUE,UA_Ode,46.391972,30.68125,Europe,Ukraine,Odesa (school),pooled,DrosEU_3,40
AU_me_19_Apr_2021,2021,109,TRUE,AU_me,-37.456222,144.940778,Oceania,Australia,Melbourne,pooled,DrosEU_3,40
MA_Lar_7_Jun_2021,2021,158,TRUE,MA_Lar,35.146733889239,6.14977144602926,Africa,Morocco,Larache,pooled,DrosEU_3,40
MA_Lar_6_Sep_2021,2021,249,TRUE,MA_Lar,35.146733889239,6.14977144602926,Africa,Morocco,Larache,pooled,DrosEU_3,40
MA_Ber_21_Sep_2020,2020,265,TRUE,MA_Ber,35.0299088,-2.400933,Africa,Morocco,Berkane region,pooled,DrosEU_3,40
FI_Aka_16_Sep_2021,2021,259,FALSE,FI_Aka,61.1,23.52,Europe,Finland,Akaa,pooled,DrosEU_3,40
FI_Aka_6_Jul_2021,2021,187,FALSE,FI_Aka,61.1,23.52,Europe,Finland,Akaa,pooled,DrosEU_3,40
DE_Ber_24_Jul_2021,2021,205,TRUE,DE_Ber,52.69907,13.07596,Europe,Germany,Berlin (Oberkramer - SL Gartenbau),pooled,DrosEU_3,40
DE_Ber_24_Jul_2021,2021,205,TRUE,DE_Ber,52.38012,12.86791,Europe,Germany,Berlin (Werder - Obsthof Lindecke),pooled,DrosEU_3,40
GR_Cre_20_Oct_2021,2021,293,TRUE,GR_Cre,35.32188344,25.11104465,Europe,Greece,Crete,pooled,DrosEU_3,40
IT_San_28_Jun_2021,2021,179,TRUE,IT_San,46.187389,11.13636,Europe,Italy,San Michele,pooled,DrosEU_3,36
IT_San_1_Oct_2021,2021,274,TRUE,IT_San,46.18739,11.13637,Europe,Italy,San Michele,pooled,DrosEU_3,36
IT_San_1_Oct_2019,2019,274,TRUE,IT_San,46.191059,11.135751,Europe,Italy,San Michele all'Adige,pooled,DrosEU_3,40
IT_San_18_Oct_2018,2018,291,TRUE,IT_San,46.19,11.13,Europe,Italy,San Michele,pooled,DrosEU_3,31
IT_San_17_Oct_2017,2017,290,TRUE,IT_San,46.19,11.14,Europe,Italy,San Michele,pooled,DrosEU_3,33
FR_Vie_19_Oct_2019,2019,292,TRUE,FR_Vie,47.26735,5.45608,Europe,France,Vielverge,pooled,DrosEU_3,40
FR_Mar_20_Oct_2019,2019,293,TRUE,FR_Mar,47.42884,5.0776,Europe,France,Marsannay-le-bois,pooled,DrosEU_3,40
FR_Mar_02_Aug_2020,2020,215,TRUE,FR_Mar,47.42884,5.0776,Europe,France,Marsannay-le-bois,pooled,DrosEU_3,40
FR_Vie_03_Aug_2020,2020,216,TRUE,FR_Vie,47.26735,5.45608,Europe,France,Vielverge,pooled,DrosEU_3,40
FR_Vie_11_Aug_2021,2021,223,TRUE,FR_Vie,47.26624,5.45114,Europe,France,Vielverge,pooled,DrosEU_3,36
CH_Ors_23_Aug_2020,2020,236,TRUE,CH_Ors,46.71061,6.98713,Europe,Switzerland,Orsonnens,pooled,DrosEU_3,40
VA_ch_18_Jun_2019,2019,169,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_14_Aug_2019,2019,226,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,30
VA_ch_6_Sep_2019,2019,249,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_1_Oct_2019,2019,274,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,22
VA_ch_26_Oct_2019,2019,299,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_3_Jul_2020,2020,185,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_17_Jul_2020,2020,199,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_5_Aug_2020,2020,218,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,23
VA_ch_21_Aug_2020,2020,234,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,23
VA_ch_4_Sep_2020,2020,248,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,21
VA_ch_17_Sep_2020,2020,261,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_30_Sep_2020,2020,274,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,27
VA_ch_14_Oct_2020,2020,288,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,31
VA_ch_10_Nov_2020,2020,315,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,22
VA_ch_24_Nov_2020,2020,329,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_15_Oct_2021,2021,288,TRUE,VA_ch,37.979,-78.4897,North_America,USA,Charlottesville,pooled,DrosEU_3,40
VA_ch_16_m06d24,2016,176,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,37
VA_ch_16_m07d08,2016,190,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,36
VA_ch_16_m07d22,2016,204,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,22
VA_ch_16_m08d19,2016,232,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,23
VA_ch_16_m09d02,2016,246,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,146
VA_ch_16_m09d16,2016,260,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,113
VA_ch_16_m10d03,2016,277,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,40
VA_ch_16_m10d14,2016,288,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,150
VA_ch_16_m10d28,2016,302,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,118
VA_ch_16_m11d11,2016,316,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,86
VA_ch_16_m12d03,2016,338,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,70
VA_ch_17_m06d22,2017,173,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,39
VA_ch_17_m07d07,2017,188,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,45
VA_ch_17_m07d20,2017,201,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,69
VA_ch_17_m08d03,2017,215,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,29
VA_ch_17_m08d17,2017,229,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,32
VA_ch_17_m08d31,2017,243,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,87
VA_ch_17_m09d14,2017,257,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,92
VA_ch_17_m09d28,2017,271,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,136
VA_ch_17_m10d12,2017,285,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,107
VA_ch_17_m10d26,2017,299,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,120
VA_ch_17_m11d09,2017,313,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,122
VA_ch_17_m11d24,2017,328,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,21
VA_ch_17_m12d07,2017,341,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,24
VA_ch_18_m06d28,2018,179,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,10
VA_ch_18_m07d05,2018,186,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,26
VA_ch_18_m07d12,2018,193,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,58
VA_ch_18_m07d26,2018,207,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,70
VA_ch_18_m08d09,2018,221,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,84
VA_ch_18_m08d23,2018,235,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,69
VA_ch_18_m09d06,2018,249,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,60
VA_ch_18_m09d20,2018,263,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,77
VA_ch_18_m10d04,2018,277,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,108
VA_ch_18_m10d18,2018,291,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,136
VA_ch_18_m10d25,2018,298,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,122
VA_ch_18_m11d01,2018,305,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,103
VA_ch_18_m11d29,2018,333,TRUE,VA_ch,37.979,-78.4897,North_America,US,Charlottesville,pooled,cville,16
RI_pvdspring4_11_Jun_2015,2015,162,FALSE,US_Pro,41.827639,-71.401978,North_America,USA,Providence,pooled,extra,34
RI_pvdspring3_11_Jun_2015,2015,162,FALSE,US_Pro,41.827639,-71.401978,North_America,USA,Providence,pooled,extra,34
RI_pvdspring2_11_Jun_2015,2015,162,FALSE,US_Pro,41.833989,-71.4047,North_America,USA,Providence,pooled,extra,34
RI_pvdspring1_11_Jun_2015,2015,162,FALSE,US_Pro,41.833989,-71.4047,North_America,USA,Providence,pooled,extra,34
RI_pvdfall6_25_Sep_2014,2014,268,FALSE,US_Pro,41.834655,-71.39653,North_America,USA,Providence,pooled,extra,42
RI_pvdfall5_25_Sep_2014,2014,268,FALSE,US_Pro,41.825072,-71.412921,North_America,USA,Providence,pooled,extra,41
RI_pvdfall4_25_Sep_2014,2014,268,FALSE,US_Pro,41.823834,-71.396821,North_America,USA,Providence,pooled,extra,41
RI_pvdfall3_25_Sep_2014,2014,268,FALSE,US_Pro,41.823612,-71.389529,North_America,USA,Providence,pooled,extra,41
RI_pvdspring12_11_Jun_2015,2015,162,FALSE,US_Pro,41.834655,-71.39653,North_America,USA,Providence,pooled,extra,34
RI_pvdspring11_11_Jun_2015,2015,162,FALSE,US_Pro,41.834655,-71.39653,North_America,USA,Providence,pooled,extra,34
RI_pvdspring10_11_Jun_2015,2015,162,FALSE,US_Pro,41.823834,-71.396821,North_America,USA,Providence,pooled,extra,34
RI_pvdspring9_11_Jun_2015,2015,162,FALSE,US_Pro,41.823834,-71.396821,North_America,USA,Providence,pooled,extra,34
RI_pvdspring8_11_Jun_2015,2015,162,FALSE,US_Pro,41.823834,-71.396821,North_America,USA,Providence,pooled,extra,34
RI_pvdspring7_11_Jun_2015,2015,162,FALSE,US_Pro,41.823834,-71.396821,North_America,USA,Providence,pooled,extra,34
RI_pvdspring6_11_Jun_2015,2015,162,FALSE,US_Pro,41.823612,-71.389529,North_America,USA,Providence,pooled,extra,34
RI_pvdspring5_11_Jun_2015,2015,162,FALSE,US_Pro,41.823612,-71.389529,North_America,USA,Providence,pooled,extra,34
RI_pvdfall2_25_Sep_2014,2014,268,FALSE,US_Pro,41.827639,-71.401978,North_America,USA,Providence,pooled,extra,41
RI_pvdfall1_25_Sep_2014,2014,268,FALSE,US_Pro,41.833989,-71.4047,North_America,USA,Providence,pooled,extra,41
ME_bow1_NA_NA_2004,2004,106,FALSE,US_Bow,44.039352,-69.864744,North_America,USA,Bowdoinham,pooled,extra,16
ME_bow2_NA_NA_2004,2004,106,FALSE,US_Bow,44.039352,-69.864744,North_America,USA,Bowdoinham,pooled,extra,16
FL_hom1_NA_NA_2004,2004,106,FALSE,US_Hom,25.467464,-80.47967,North_America,USA,Homestead,pooled,extra,16
FL_hom2_NA_NA_2004,2004,106,FALSE,US_Hom,25.467464,-80.47967,North_America,USA,Homestead,pooled,extra,16
AU_tas1_NA_NA_2004,2004,106,FALSE,AU_Tas,-42.061824,146.738165,Oceania,Australia,Tasmania,pooled,extra,15
AU_tas2_NA_NA_2004,2004,106,FALSE,AU_Tas,-42.061824,146.738165,Oceania,Australia,Tasmania,pooled,extra,15
AU_que1_NA_NA_2004,2004,106,FALSE,AU_Que,-16.927537,145.750821,Oceania,Australia,Queensland,pooled,extra,17
AU_que2_NA_NA_2004,2004,106,FALSE,AU_Que,-16.927537,145.750821,Oceania,Australia,Queensland,pooled,extra,17
CAN_NB-20C-005_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,24
CAN_NB-20C-025_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,72
CAN_NB-20C-075_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,125
CAN_NB-20C-095_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,72
CAN_NB-20C-100_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,24
CAN_NB-30C-005_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,24
CAN_NB-30C-025_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,72
CAN_NB-30C-075_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,125
CAN_NB-30C-095_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,72
CAN_NB-30C-100_NA_Oct_2013,2013,288,FALSE,CA_StJ,45.25,-66.07,North_America,Canada,StJohn,pooled,extra,24
CA_NCA-20C-005_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,24
CA_NCA-20C-025_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,72
CA_NCA-20C-075_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,125
CA_NCA-20C-095_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,72
CA_NCA-20C-100_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,24
CA_NCA-30C-005_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,24
CA_NCA-30C-025_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,72
CA_NCA-30C-075_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,125
CA_NCA-30C-095_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,72
CA_NCA-30C-100_NA_Oct_2013,2013,288,FALSE,US_And,39.15,-123.65,North_America,USA,AndersonValleyNth,pooled,extra,24
LA_NLA-20C-005_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,24
LA_NLA-20C-025_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,72
LA_NLA-20C-075_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,125
LA_NLA-20C-095_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,72
LA_NLA-20C-100_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,24
LA_NLA-30C-005_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,24
LA_NLA-30C-025_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,72
LA_NLA-30C-075_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,125
LA_NLA-30C-095_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,72
LA_NLA-30C-100_NA_Sep_2013,2013,258,FALSE,US_Wes,32.5,-92.14,North_America,USA,WestMonroe,pooled,extra,24
AU_NQ1-20C-005_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,24
